"","NAME","state","county","county_fips","state_fips","C24030_001","C24030_029","B20005_003","B20005_050","B20005B_003","B20005B_050","B20005I_003","B20005I_050","B23013_001","B23006_005","B23006_012","B23006_019","B23006_026","B19013_001","year"
"21594","Chattahoochee County, Georgia",13,"053","053","13",2204,749,4035,739,550,224,725,70,25.9,140,593,714,477,43378,2015
"21595","Decatur County, Georgia",13,"087","087","13",9892,4747,4418,3569,1214,1488,324,152,41.1,1055,2885,3012,1543,31284,2015
"21596","Habersham County, Georgia",13,"137","137","13",16970,7597,6820,4997,68,171,1097,435,41,2267,4974,4353,3070,40907,2015
"21597","McIntosh County, Georgia",13,"191","191","13",5410,2663,2106,1660,528,604,41,8,44.7,587,1970,1932,569,42988,2015
"21598","Monroe County, Georgia",13,"207","207","13",10914,5352,4179,3570,377,784,87,100,43.8,1046,3285,2974,2935,48744,2015
"21599","Taliaferro County, Georgia",13,"265","265","13",574,276,225,194,137,116,7,0,41.2,118,216,116,45,26306,2015
"21600","Bryan County, Georgia",13,"029","029","13",14224,6629,6870,4212,922,895,331,232,41.7,1041,2962,4345,4680,63327,2015
"21601","Camden County, Georgia",13,"039","039","13",20674,9560,12256,6416,1692,1384,805,316,36.4,1032,5533,7452,4224,52473,2015
"21602","Crawford County, Georgia",13,"079","079","13",4843,2185,2074,1453,375,269,28,0,43.9,627,1629,1489,800,41825,2015
"21603","Coffee County, Georgia",13,"069","069","13",15358,7333,6800,5103,841,1055,856,262,39.1,1818,4850,3768,2558,33965,2015
"21604","Gilmer County, Georgia",13,"123","123","13",10938,4956,3982,2906,13,15,400,102,42.8,1837,3367,2756,1723,40228,2015
"21605","Walton County, Georgia",13,"297","297","13",37547,17560,15513,11601,1515,2007,484,368,41.8,2997,11704,11995,7343,54453,2015
"21606","Dodge County, Georgia",13,"091","091","13",7871,3726,3605,2872,572,849,287,4,41.2,562,3030,2197,1403,34271,2015
"21607","Benton County, Indiana",18,"007","007","18",4096,1809,1717,1123,5,7,78,38,43.1,266,1478,1135,687,47046,2015
"21608","Brown County, Indiana",18,"013","013","18",7039,3281,2680,1835,0,1,83,13,45.6,330,2163,1875,1657,54615,2015
"21609","Clinton County, Indiana",18,"023","023","18",15003,7161,6361,4701,73,58,996,626,42,1600,5615,3766,2330,48478,2015
"21610","Putnam County, Indiana",18,"133","133","18",15518,7081,6285,4351,13,14,27,23,39,805,5152,4475,2625,51355,2015
"21611","Union County, Indiana",18,"161","161","18",3384,1588,1287,934,2,0,6,0,44.1,219,1252,859,637,44277,2015
"21612","Washington County, Indiana",18,"175","175","18",11783,5350,4897,3464,0,0,32,13,43.1,878,4808,3288,1727,41289,2015
"21613","Daviess County, Indiana",18,"027","027","18",14319,6159,6729,3464,80,133,241,195,39.9,2481,3648,3372,2059,47342,2015
"21614","Dearborn County, Indiana",18,"029","029","18",24159,11570,9437,7110,86,9,132,136,43.3,1204,7937,7620,4659,58680,2015
"21615","Henry County, Indiana",18,"065","065","18",19488,9264,8037,5844,55,29,132,76,42.5,1320,7242,5910,3428,41855,2015
"21616","Knox County, Indiana",18,"083","083","18",17864,8093,7232,5079,155,58,136,110,41,1054,4692,5988,2614,42725,2015
"21617","Lawrence County, Indiana",18,"093","093","18",20669,9846,8419,6038,26,22,78,115,42,1138,6951,6788,3028,45875,2015
"21618","Madison County, Indiana",18,"095","095","18",54576,26895,20719,16025,1117,969,717,428,40.3,3715,16430,16908,10911,44195,2015
"21619","Perry County, Indiana",18,"123","123","18",8399,3817,3496,2304,115,0,6,26,42.5,394,3462,2151,1068,47470,2015
"21620","Pike County, Indiana",18,"125","125","18",5902,2675,2641,1642,7,0,0,2,42.9,423,2269,1723,749,44399,2015
"21621","Pulaski County, Indiana",18,"131","131","18",5831,2686,2472,1621,6,4,74,24,43.4,358,2373,1653,739,43836,2015
"21622","Steuben County, Indiana",18,"151","151","18",16375,7628,6650,4537,11,3,161,69,42,795,4908,5021,3126,48472,2015
"21623","Warren County, Indiana",18,"171","171","18",4031,1875,1935,1181,0,0,26,0,44.4,239,1518,1118,688,56042,2015
"21624","Wells County, Indiana",18,"179","179","18",13510,6153,5961,3734,12,0,102,66,42.8,675,4305,3996,2437,51101,2015
"21625","Decatur County, Indiana",18,"031","031","18",12601,5784,5311,3834,20,20,132,25,41.7,861,4571,3646,2114,49799,2015
"21626","Delaware County, Indiana",18,"035","035","18",51781,25813,17349,13268,735,633,319,313,34.8,2528,12347,13736,10798,38830,2015
"21627","Jefferson County, Indiana",18,"077","077","18",14381,6841,5845,4398,85,72,93,81,41.9,1032,4931,4106,2562,45718,2015
"21628","Jennings County, Indiana",18,"079","079","18",12285,5749,5182,3809,50,5,92,56,42.2,1061,5118,3469,1458,44736,2015
"21629","Miami County, Indiana",18,"103","103","18",14752,6409,6457,3863,409,24,135,32,42,1280,5539,4601,1936,45184,2015
"21630","Morgan County, Indiana",18,"109","109","18",32732,15281,13077,9491,36,46,134,46,42.3,2172,11400,9733,5240,55432,2015
"21631","Newton County, Indiana",18,"111","111","18",6146,2546,2587,1403,4,21,161,56,43.4,484,2703,1804,610,46895,2015
"21632","St. Joseph County, Indiana",18,"141","141","18",123170,60274,46037,34707,3581,3790,3324,1950,39.9,8554,29676,34267,34987,45471,2015
"21633","Kosciusko County, Indiana",18,"085","085","18",37483,16938,16427,10075,57,96,973,591,40.3,3247,11406,9534,7355,52821,2015
"21634","Switzerland County, Indiana",18,"155","155","18",4314,1910,1869,1243,58,7,31,0,42.5,392,1821,1284,389,44061,2015
"21635","Vanderburgh County, Indiana",18,"163","163","18",86077,42039,33705,27110,2087,2179,890,293,39.6,4305,21942,25602,21392,43046,2015
"21636","Carroll County, Indiana",18,"015","015","18",9224,4116,4084,2508,0,0,120,98,42.8,596,3148,2827,1618,52005,2015
"21637","Monroe County, Indiana",18,"105","105","18",69887,33442,22707,17343,714,340,753,391,29.9,2519,9977,13397,24830,42404,2015
"21638","Fountain County, Indiana",18,"045","045","18",7533,3392,3216,2251,7,22,73,25,42.5,447,2657,2420,1180,46760,2015
"21639","Starke County, Indiana",18,"149","149","18",9583,4399,4068,2478,0,0,208,75,42.3,1056,3602,2776,1274,42208,2015
"21640","Crawford County, Indiana",18,"025","025","18",4273,1862,1867,1123,2,0,17,2,43,371,1863,1094,400,38695,2015
"21641","Greene County, Indiana",18,"055","055","18",14187,6587,6089,4150,25,2,15,45,43,1053,4548,4616,2191,45397,2015
"21642","Marion County, Indiana",18,"097","097","18",436687,217802,159062,141309,29850,37651,16005,8550,37.9,43646,101139,119085,131090,42168,2015
"21643","Benton County, Iowa",19,"011","011","19",13080,6311,5577,4084,14,14,6,28,43.5,463,3257,4381,2981,60606,2015
"21644","Dubuque County, Iowa",19,"061","061","19",50102,24047,19746,14180,128,145,217,198,40.6,1782,12345,13314,13564,54605,2015
"21645","Fremont County, Iowa",19,"071","071","19",3463,1600,1539,1085,0,0,47,15,45.7,130,921,1121,745,53324,2015
"21646","Pocahontas County, Iowa",19,"151","151","19",3483,1596,1474,920,20,6,50,15,45.7,136,923,1249,578,45069,2015
"21647","Taylor County, Iowa",19,"173","173","19",3061,1486,1246,940,4,0,62,37,43.7,148,957,966,466,44246,2015
"21648","Van Buren County, Iowa",19,"177","177","19",3305,1459,1470,903,6,0,0,7,44.5,201,1108,1193,348,45111,2015
"21649","Ringgold County, Iowa",19,"159","159","19",2133,1032,918,567,0,0,0,6,42.6,118,490,755,474,47042,2015
"21650","Adams County, Iowa",19,"003","003","19",1994,977,848,577,6,0,2,2,45.1,73,512,786,306,48043,2015
"21651","Audubon County, Iowa",19,"009","009","19",3008,1362,1262,799,6,0,6,0,45.2,128,886,940,383,46979,2015
"21652","Clarke County, Iowa",19,"039","039","19",4504,2132,1820,1502,0,2,246,74,40,257,1480,1367,587,43327,2015
"21653","Davis County, Iowa",19,"051","051","19",3821,1647,1721,883,0,0,16,6,41.3,293,956,1122,643,48888,2015
"21654","Ida County, Iowa",19,"093","093","19",3579,1596,1614,996,38,0,26,7,44.3,144,907,1202,705,46993,2015
"21655","Johnson County, Iowa",19,"103","103","19",78838,39275,27380,22118,1249,923,1553,1012,33,2463,8301,15294,32368,55700,2015
"21656","Monroe County, Iowa",19,"135","135","19",3580,1626,1508,1088,1,0,0,7,43.2,220,1114,1028,688,46304,2015
"21657","Wapello County, Iowa",19,"179","179","19",16128,7872,6306,4685,77,64,644,469,40.8,1522,4570,5155,2772,42095,2015
"21658","Sioux County, Iowa",19,"167","167","19",18867,8487,7761,3837,17,5,608,223,36.8,907,3776,4944,3921,61627,2015
"21659","Calhoun County, Iowa",19,"025","025","19",4614,2151,2023,1246,20,0,28,4,44.2,103,1138,1711,841,44921,2015
"21660","Carroll County, Iowa",19,"027","027","19",10722,5099,4334,3377,49,77,88,83,42.7,232,3275,3311,2032,50559,2015
"21661","Cerro Gordo County, Iowa",19,"033","033","19",22601,10977,8330,6844,76,94,272,260,43.4,701,5118,8426,4643,46122,2015
"21662","Greene County, Iowa",19,"073","073","19",4452,2046,1908,1296,1,0,79,19,44.6,201,1131,1585,790,46898,2015
"21663","Hardin County, Iowa",19,"083","083","19",8293,3827,3688,2285,0,3,206,30,44.2,360,2245,3039,1418,51019,2015
"21664","Lucas County, Iowa",19,"117","117","19",4122,2069,1509,1266,8,0,0,5,44,196,1287,1253,668,43962,2015
"21665","Lyon County, Iowa",19,"119","119","19",5968,2725,2695,1607,3,0,67,35,41.8,234,1689,1770,1190,57130,2015
"21666","Independence County, Arkansas",5,"063","063","05",15303,6968,6293,4494,103,49,546,198,39,1430,4600,4342,2634,36265,2015
"21667","Winnebago County, Iowa",19,"189","189","19",5214,2370,2202,1505,17,9,79,59,42.1,161,1354,1855,1113,47668,2015
"21668","Lincoln County, Maine",23,"015","015","23",16480,8144,5797,4551,13,1,104,25,45.1,536,4465,4505,4058,50462,2015
"21669","Waldo County, Maine",23,"027","027","23",18381,9145,6332,5173,16,5,77,31,44.2,628,5341,5051,5108,44082,2015
"21670","Penobscot County, Maine",23,"019","019","23",71852,35411,26171,20191,198,45,293,204,40.5,2484,18238,21459,18580,44271,2015
"21671","Lincoln County, Arkansas",5,"079","079","05",3666,1857,1429,1344,176,292,127,38,43.6,485,1355,1057,516,32580,2015
"21672","Logan County, Arkansas",5,"083","083","05",8718,4204,3223,2874,0,19,74,18,42.8,797,3269,2299,1200,35325,2015
"21673","Grant County, Arkansas",5,"053","053","05",7608,3550,3318,2494,124,76,63,3,40.9,385,2666,2397,1335,46171,2015
"21674","Crittenden County, Arkansas",5,"035","035","05",20336,10016,8242,6854,2934,3094,265,70,40.9,2037,6743,6113,3816,38004,2015
"21675","Franklin County, Arkansas",5,"047","047","05",6592,3263,2678,2006,24,0,30,8,40.4,685,2411,2005,983,39285,2015
"21676","Faulkner County, Arkansas",5,"045","045","05",57108,26756,23891,17302,1970,2405,1058,412,35.8,2382,12327,15986,15066,51223,2015
"21677","Pike County, Arkansas",5,"109","109","05",4476,1975,1582,1161,64,30,109,68,41.3,449,1308,1470,670,33097,2015
"21678","Jefferson County, Arkansas",5,"069","069","05",28119,14736,10020,9926,4332,5515,210,119,42.3,2023,8648,8911,5573,36747,2015
"21679","Marion County, Arkansas",5,"089","089","05",5679,2769,2032,1696,12,13,51,4,44.9,672,2253,1527,626,34195,2015
"21680","Montgomery County, Arkansas",5,"097","097","05",3636,1605,1184,804,16,0,43,96,44.4,416,1063,1027,438,33037,2015
"21681","Scott County, Arkansas",5,"127","127","05",4250,2044,1733,1304,0,0,159,84,41.5,620,1405,1117,599,37321,2015
"21682","Searcy County, Arkansas",5,"129","129","05",2836,1353,988,803,0,2,33,0,42.2,198,912,833,500,33083,2015
"21683","Sebastian County, Arkansas",5,"131","131","05",54852,25531,23287,16664,974,821,3145,1613,40.2,6321,14397,15841,10521,38575,2015
"21684","Crawford County, Arkansas",5,"033","033","05",25099,11729,10568,7752,139,133,566,468,41.2,1549,8173,7962,4461,41268,2015
"21685","Benton County, Arkansas",5,"007","007","05",109788,49162,50195,35716,695,517,8274,4883,39.9,10690,27713,24794,32648,56239,2015
"21686","Chicot County, Arkansas",5,"017","017","05",3769,1938,1424,1401,579,681,102,35,43.6,311,1547,1029,521,28913,2015
"21687","Hot Spring County, Arkansas",5,"059","059","05",13293,6039,5403,3999,350,542,189,45,40.3,1075,4472,3965,1852,40000,2015
"21688","Johnson County, Arkansas",5,"071","071","05",10376,4674,4478,2852,104,31,671,260,40.1,1314,3912,1917,1875,34139,2015
"21689","Lee County, Arkansas",5,"077","077","05",2910,1411,1087,925,309,565,36,23,39.5,512,1068,809,291,28393,2015
"21690","Madison County, Arkansas",5,"087","087","05",6751,3013,2914,2014,19,12,117,83,43.8,973,2885,1379,760,37691,2015
"21691","Fulton County, Arkansas",5,"049","049","05",4498,2154,1736,1249,0,0,37,10,42,254,1615,1546,556,37066,2015
"21692","Howard County, Arkansas",5,"061","061","05",5596,2564,2346,1511,418,341,305,140,42.2,864,1536,1533,1001,34229,2015
"21693","Mississippi County, Arkansas",5,"093","093","05",17164,8112,7123,5233,2013,1938,225,151,40.3,1775,5614,5359,2584,34612,2015
"21694","Prairie County, Arkansas",5,"117","117","05",3513,1636,1416,990,128,118,16,0,44.1,377,1189,1087,410,35833,2015
"21695","Union County, Arkansas",5,"139","139","05",16418,7681,6651,4951,1521,1782,148,97,41.2,1678,4889,5074,3276,38678,2015
"21696","Cleburne County, Arkansas",5,"023","023","05",9699,4323,4356,2668,20,0,161,22,43.9,775,3439,2770,1517,42905,2015
"21697","Cleveland County, Arkansas",5,"025","025","05",3256,1481,1470,1034,111,66,24,0,43.4,160,1327,831,645,43158,2015
"21698","Hempstead County, Arkansas",5,"057","057","05",8699,4176,3311,2994,809,1150,396,147,41.2,1029,2514,2738,1150,32122,2015
"21699","Sharp County, Arkansas",5,"135","135","05",5764,2545,2320,1730,0,0,39,14,42.7,465,2031,1737,593,30691,2015
"21700","Washington County, Arkansas",5,"143","143","05",102944,45417,42474,29046,1080,669,6886,3436,36.3,11710,21122,21428,29406,43524,2015
"21701","Ashley County, Arkansas",5,"003","003","05",7840,3700,3325,2507,339,722,318,40,42.5,465,3017,2434,1353,34263,2015
"21702","Craighead County, Arkansas",5,"031","031","05",45526,21112,18542,13210,1591,1587,941,354,37,3327,11632,11994,11834,42475,2015
"21703","Lafayette County, Arkansas",5,"073","073","05",2527,1255,968,803,254,304,12,37,44.1,202,996,672,343,31194,2015
"21704","Perry County, Arkansas",5,"105","105","05",4184,1813,1764,1407,39,4,50,0,42,312,1501,1183,551,42346,2015
"21705","Poinsett County, Arkansas",5,"111","111","05",9053,4174,3714,2661,223,142,91,8,41.9,885,3453,2716,962,33070,2015
"21706","Sevier County, Arkansas",5,"133","133","05",7173,3025,3457,2183,69,103,1309,666,40.7,1669,2247,1890,489,36579,2015
"21707","Calhoun County, Arkansas",5,"013","013","05",2243,977,887,661,138,152,20,19,42.6,225,939,448,298,36899,2015
"21708","Bradley County, Arkansas",5,"011","011","05",4180,1905,1724,1241,261,450,280,67,42.4,499,1540,1060,641,33701,2015
"21709","Lawrence County, Arkansas",5,"075","075","05",6527,3081,2700,1897,0,0,41,4,39.7,413,2159,1663,1021,32379,2015
"21710","Polk County, Arkansas",5,"113","113","05",7473,3693,2780,2263,7,12,270,81,42,786,2435,2382,1021,33702,2015
"21711","Conway County, Arkansas",5,"029","029","05",8306,3883,3549,2648,333,424,174,41,42.3,689,2764,2150,1741,37732,2015
"21712","Newton County, Arkansas",5,"101","101","05",3228,1493,1072,773,0,0,18,0,42.8,253,1225,706,494,34536,2015
"21713","Little River County, Arkansas",5,"081","081","05",4805,2345,1706,1606,213,436,89,3,40.9,392,1725,1608,533,36205,2015
"21714","Lonoke County, Arkansas",5,"085","085","05",31944,15250,14002,10394,470,593,568,269,39.7,2356,8944,10045,6745,53631,2015
"21715","Miller County, Arkansas",5,"091","091","05",18429,8666,7869,5849,1565,1441,148,108,39.8,1465,6422,5845,2941,40317,2015
"21716","St. Francis County, Arkansas",5,"123","123","05",9259,4466,4044,2957,1778,1630,293,38,40.7,1046,3333,2881,1206,32105,2015
"21717","White County, Arkansas",5,"145","145","05",32318,15180,12965,9698,352,412,435,198,38.8,2699,9835,8063,6621,42554,2015
"21718","Merced County, California",6,"047","047","06",96170,41939,38205,22567,876,674,20960,10934,38.1,25376,21869,28662,13869,42462,2015
"21719","Mariposa County, California",6,"043","043","06",7329,3468,2616,2045,92,11,292,126,45.7,645,1679,2847,1613,47681,2015
"21720","Yuba County, California",6,"115","115","06",25499,11303,11193,6849,392,235,2670,1588,37.5,3732,5752,10834,3939,46892,2015
"21721","Contra Costa County, California",6,"013","013","06",509920,238374,198276,140672,12389,13799,46037,28970,42.1,42658,79082,144012,199894,80185,2015
"21722","Lassen County, California",6,"035","035","06",9082,4116,4117,2574,80,25,324,111,41.4,469,1871,4412,1522,51555,2015
"21723","Stanislaus County, California",6,"099","099","06",208428,92632,81806,51820,1676,1492,35049,17468,39.6,36446,55262,68214,36884,50125,2015
"21724","Sonoma County, California",6,"097","097","06",240247,114500,87250,59806,1377,850,23545,12536,41.6,25543,39225,74681,71144,64240,2015
"21725","Tehama County, California",6,"103","103","06",23127,10886,9039,6389,12,0,2487,1357,42.5,3290,5924,8366,3764,41001,2015
"21726","Mono County, California",6,"051","051","06",7061,3329,2725,1464,12,0,618,218,40,578,1135,2274,2454,56944,2015
"21727","San Benito County, California",6,"069","069","06",26261,11678,10349,6209,109,91,5389,3120,41.2,4743,6077,8663,4636,71077,2015
"21728","Sacramento County, California",6,"067","067","06",633897,308472,232086,189644,17013,18258,49493,34471,39.6,55267,120135,219629,195110,55987,2015
"21729","El Dorado County, California",6,"017","017","06",79568,37740,28778,20851,376,165,2883,2185,45.3,4471,13665,28425,26168,69584,2015
"21730","Palo Alto County, Iowa",19,"147","147","19",4637,2137,2040,1352,27,26,79,0,42.5,114,954,1801,909,47113,2015
"21731","Shelby County, Iowa",19,"165","165","19",6153,2932,2529,1877,19,0,47,44,44.7,213,1388,2029,1348,50952,2015
"21732","Appanoose County, Iowa",19,"007","007","19",5799,2702,2467,1784,10,4,44,16,43.4,304,1535,1963,1150,41394,2015
"21733","Henry County, Iowa",19,"087","087","19",8992,4340,3730,2859,129,20,114,125,43,393,2408,3246,1663,49321,2015
"21734","Iowa County, Iowa",19,"095","095","19",8818,4279,3713,2744,0,3,102,111,43.6,314,2515,2771,1752,59375,2015
"21735","Jasper County, Iowa",19,"099","099","19",17247,8442,7107,5408,48,40,35,37,42.6,428,5096,5955,3363,55033,2015
"21736","Page County, Iowa",19,"145","145","19",7075,3292,3032,1887,27,27,100,0,42.7,341,1721,2311,1498,43912,2015
"21737","Winneshiek County, Iowa",19,"191","191","19",12230,5907,4166,3086,21,0,104,40,39.8,196,2819,3119,2643,54429,2015
"21738","Poweshiek County, Iowa",19,"157","157","19",9636,4753,3510,2647,28,15,78,9,40.1,383,2219,2650,1968,51006,2015
"21739","Pottawattamie County, Iowa",19,"155","155","19",46439,22277,19207,15227,190,78,1324,833,41.3,2941,12125,14622,9282,51976,2015
"21740","Marshall County, Iowa",19,"127","127","19",19409,8905,8014,5747,194,30,1250,746,41.2,2592,4578,5565,3727,53351,2015
"21741","Clayton County, Iowa",19,"043","043","19",8996,4260,3768,2652,35,0,44,45,44.9,298,3008,2824,1364,48007,2015
"21742","Boone County, Iowa",19,"015","015","19",13403,6341,5469,3785,0,117,25,36,42.3,311,3461,4637,2971,52985,2015
"21743","Bremer County, Iowa",19,"017","017","19",12843,6153,4956,3394,28,15,49,26,39.8,209,2605,3793,3475,62163,2015
"21744","Buena Vista County, Iowa",19,"021","021","19",10725,4711,4663,2547,132,55,1198,330,41.1,1841,2193,2645,1669,48195,2015
"21745","Howard County, Iowa",19,"089","089","19",4666,2077,1946,1276,0,0,4,0,42.6,213,1576,1458,559,49869,2015
